token,entity
leucocyanidin,pharmacologic_substance
febuxostat,pharmacologic_substance
ameloblastoma,disease
banamine,pharmacologic_substance
o-1602,drug
bromelain,pharmacologic_substance
mepolizumab,pharmacologic_substance
pancytopenias,disease_or_syndrome
2-arachidonylglycerol,pharmacologic_substance
bromazepam,pharmacologic_substance
sar405838,pharmacologic_substance
carboxyamidotriazole,pharmacologic_substance
d4t,pharmacologic_substance
endoreplication,disease
polidocanol,drug
d-gluconate,pharmacologic_substance
galunisertib,drug
ddavp,pharmacologic_substance
chz868,pharmacologic_substance
linsitinib,drug
pramoxine,drug
prolactinomas,neoplastic_process
astemizole,drug
papillitis,disease
tripalmitin,pharmacologic_substance
dukoral,pharmacologic_substance
acadesine,pharmacologic_substance
dihydroquinidine,drug
gelsenicine,drug
prenylamine,drug
3-dehydroretinol,pharmacologic_substance
carisoprodol,pharmacologic_substance
i-102,pharmacologic_substance
craniosynostoses,disease_or_syndrome
cerdulatinib,drug
meta-phenylenediamine,pharmacologic_substance
blepharophimosis,anatomy
pj34,drug
alt-803,pharmacologic_substance
ascomycin,drug
oxamniquine,drug
c1311,pharmacologic_substance
bbr2778,pharmacologic_substance
2-nbdg,drug
altropane,drug
isopropanolamine,drug
nevanac,pharmacologic_substance
n-benzoyl-beta-alanine,drug
pri-1916,drug
mk-0752,drug
bimolane,drug
tasquinimod,pharmacologic_substance
whr-1142a,drug
r-5020,pharmacologic_substance
fivb,drug
fml,pharmacologic_substance
hexamine,drug
neoplasia,disease
iron,pharmacologic_substance
furosemide,pharmacologic_substance
nausea,disease
piroxantrone,pharmacologic_substance
grafts,tissue
dexamethasone,drug
estradiol,pharmacologic_substance
estrogens,pharmacologic_substance
diazo-4,drug
epiandrosterone,drug
acivicin,pharmacologic_substance
trypsin,pharmacologic_substance
cloturin,drug
rflps,cell_or_molecular_dysfunction
hemicholinium,pharmacologic_substance
campath,drug
p23,drug
trh,pharmacologic_substance
neurohypophysis,anatomy
dpdpe,drug
coumarin,drug
reticuloendotheliosis,disease
forearm,anatomy
caspofungin,drug
renzapride,pharmacologic_substance
oxybutynin,pharmacologic_substance
laq824,drug
eyelids,body_part_organ_or_organ_component
rutile,pharmacologic_substance
humerus,body_part_organ_or_organ_component
polyploid,disease
oxfendazole,drug
ulvan,drug
ajmalicine,pharmacologic_substance
kenpaullone,drug
pnet,neoplastic_process
embryopathy,disease
nicorandil,pharmacologic_substance
pyrogallol,drug
anus,anatomy
venetoclax,drug
thienopyridine,drug
pitavastatin,drug
sofosbuvir,drug
at-7519,drug
4-hba,drug
serositis,disease
carbaryl,drug
hematoporphyrin,pharmacologic_substance
tyramine,drug
pi-88,pharmacologic_substance
neuromas,neoplastic_process
comatose,disease
cv-6209,pharmacologic_substance
chz868,drug
phenylketonuria,disease_or_syndrome
afoxolaner,pharmacologic_substance
cornstarch,drug
sits,drug
9h-carbazole,drug
ci-921,drug
diprospan,pharmacologic_substance
pentasa,drug
4-methoxytoluene,pharmacologic_substance
balaglitazone,pharmacologic_substance
oxydol,pharmacologic_substance
fadrozole,pharmacologic_substance
as1842856,pharmacologic_substance
epicatechin-3-o-gallate,drug
hib-tt,drug
scriptaid,drug
ae-941,pharmacologic_substance
scandicaine,drug
em20-25,pharmacologic_substance
lfm-a13,pharmacologic_substance
cystemustine,drug
5-deoxyazacytidine,pharmacologic_substance
bicyclam,drug
arranon,drug
lapachol,pharmacologic_substance
aspaminol,drug
hypermenorrhea,disease
cycloleucine,drug
bromouridine,pharmacologic_substance
parasiticides,pharmacologic_substance
imidazole,pharmacologic_substance
methotrexate,drug
ditercalinium,pharmacologic_substance
indeloxazine,drug
phenylketophosphamide,pharmacologic_substance
busulfan,drug
toe,anatomy
brains,anatomy
mx-2,drug
hip,body_part_organ_or_organ_component
myoepithelioma,disease
triazinate,pharmacologic_substance
phosphonoacetate,pharmacologic_substance
paraproteinemia,disease_or_syndrome
aminoflavone,drug
meccnu,drug
tipranavir,drug
babesiosis,disease_or_syndrome
zafirlukast,pharmacologic_substance
anticholinergics,drug
triprolidine,drug
donepezil,pharmacologic_substance
davanat,pharmacologic_substance
terbutaline,drug
calcaneus,anatomy
x-ald,disease
ttnpb,drug
stenoses,disease
losartan,pharmacologic_substance
ly354740,drug
lymphangioleiomyomatosis,disease
gsk126,pharmacologic_substance
ferrostatin-1,drug
hydrochlorothiazide,pharmacologic_substance
zilpaterol,pharmacologic_substance
dexamfetamine,drug
penciclovir,drug
prodigiosin,pharmacologic_substance
hydroxocobalamin,pharmacologic_substance
zanamivir,drug
iogulamide,pharmacologic_substance
abamectin,drug
folicur,pharmacologic_substance
paraplegia,disease
k2cr2o7,pharmacologic_substance
cudc-907,drug
doramectin,pharmacologic_substance
omegaven,drug
tmb-8,drug
cbv-tp,pharmacologic_substance
anovulation,disease
neocortices,body_part_organ_or_organ_component
spiperone,drug
acotiamide,drug
gmps,pharmacologic_substance
dasabuvir,pharmacologic_substance
lgmd2b,disease
erythemas,disease_or_syndrome
soterenol,pharmacologic_substance
ra-700,pharmacologic_substance
5-bromovinyluracil,pharmacologic_substance
ly293111,pharmacologic_substance
aleve,drug
gallamine,pharmacologic_substance
methenamine,pharmacologic_substance
glomangioma,neoplastic_process
verruca,neoplastic_process
flurothyl,pharmacologic_substance
clevidipine,drug
prx-08066,pharmacologic_substance
bavituximab,drug
eprodisate,pharmacologic_substance
biaxin,drug
matairesinol,drug
dihydrexidine,drug
oncaspar,drug
chlamydocin,pharmacologic_substance
vx680,drug
epoxomicin,drug
valnemulin,drug
ly2875358,drug
vancocin,drug
dnmb,pharmacologic_substance
tetramethylenedisulfotetramine,drug
5-carboxamidotryptamine,pharmacologic_substance
syndrome,disease_or_syndrome
forskolin,pharmacologic_substance
esmolol,drug
dopamine,drug
6-mercaptopurine,drug
vessel,drug
noac,pharmacologic_substance
dermis,tissue
polymyxin,drug
dimaprit,pharmacologic_substance
metoserpate,pharmacologic_substance
carboxyphosphamide,pharmacologic_substance
hemangioendotheliomas,disease
galactorrhea,disease_or_syndrome
tfpi,pharmacologic_substance
nsc-294859,drug
omentum,anatomy
procaterol,pharmacologic_substance
th-9507,drug
tenatoprazole,drug
e-7010,pharmacologic_substance
larynx,body_part_organ_or_organ_component
bms-354825,drug
preeclampsia,disease
chorioamnionitis,disease
warts,disease
rubeola,disease
hemiparesis,disease
pdgf-bb,pharmacologic_substance
precuneus,body_part_organ_or_organ_component
ritonavir,pharmacologic_substance
maxilla,body_part_organ_or_organ_component
3-methylbutyramide,drug
jstx-3,drug
trometamol,pharmacologic_substance
valsartan,pharmacologic_substance
emaciation,disease
tropicamide,drug
anthelmintics,drug
nikethamide,pharmacologic_substance
prohibit,drug
zileuton,pharmacologic_substance
maraviroc,drug
ombitasvir,pharmacologic_substance
oxybenzone,pharmacologic_substance
phenylacetate,drug
me6tren,drug
thymalfasin,pharmacologic_substance
mirtazapine,drug
4-tert-octylphenol,drug
inno-406,drug
drostanolone,pharmacologic_substance
voltaren,drug
nor-binaltorphimine,drug
tzp-4238,drug
z-asp,pharmacologic_substance
htca,pharmacologic_substance
levosimendan,pharmacologic_substance
curare,pharmacologic_substance
azadirone,drug
sulperazone,drug
ns1619,pharmacologic_substance
anthocyanidin,drug
bms754807,pharmacologic_substance
sulfaclozine,drug
xerophthalmia,disease_or_syndrome
tetraplatin,drug
osi-420,drug
l-741626,drug
indacaterol,pharmacologic_substance
kyprolis,drug
lymphangitis,disease_or_syndrome
ad0157,drug
galeterone,drug
malarone,pharmacologic_substance
ms-551,pharmacologic_substance
at877,drug
cystatins,pharmacologic_substance
sanguinarine,pharmacologic_substance
25-hydroxycholecalciferol,pharmacologic_substance
felbamate,pharmacologic_substance
hpph,pharmacologic_substance
metamizol,drug
am3,drug
hydrosystem,drug
lidamidine,pharmacologic_substance
5-methoxymethyldeoxyuridine,drug
egb761,drug
s14161,drug
ici-174864,drug
hyperbilirubinemia,disease_or_syndrome
arsenite,drug
furantoin,pharmacologic_substance
noradrenaline,pharmacologic_substance
morphine,pharmacologic_substance
acetylcholine,pharmacologic_substance
allopurinol,drug
ataxia,disease
zsy-27,pharmacologic_substance
cytosar,drug
pneumonia,disease
dmh,drug
flutamide,drug
anesthetics,drug
urokinase,pharmacologic_substance
ara-hx,drug
hycanthone,pharmacologic_substance
haemophilia,disease_or_syndrome
mandible,body_part_organ_or_organ_component
gliosis,disease
morpholine,pharmacologic_substance
labetolol,drug
serrapeptase,drug
methylhydroxyethylcellulose,pharmacologic_substance
ucn-01,drug
cladribine,drug
strabismus,disease_or_syndrome
incadronate,drug
netilmicin,drug
tolerogen,drug
tysabri,drug
esculin,drug
aebsf,drug
azotemia,disease_or_syndrome
bronchodilators,drug
propanol,drug
3-hydroxy-5-methylisoxazole,pharmacologic_substance
dnqx,pharmacologic_substance
4-tert-butylpyrocatechol,pharmacologic_substance
fedratinib,drug
ag-490,pharmacologic_substance
abt-199,drug
imipenem-cilastatin,drug
prehypertension,disease_or_syndrome
rilapladib,drug
rafoxanide,drug
propiconazole,drug
diaphragms,body_part_organ_or_organ_component
eculizumab,drug
1-amino-2-propanol,drug
prit,drug
octaarginine,pharmacologic_substance
phytochelatin,pharmacologic_substance
thymomas,disease
jwh133,pharmacologic_substance
2-arachidonoylglycerol,drug
enmd-2076,drug
amidox,pharmacologic_substance
mthpc,pharmacologic_substance
hnpcc,disease
parinaroyl-coa,drug
reproterol,pharmacologic_substance
dideoxyadenosine,pharmacologic_substance
peek,pharmacologic_substance
fenoprofen,drug
melioidosis,disease
loxapine,pharmacologic_substance
acromegaly,disease
prolactinomas,disease
tioconazole,drug
spg6,disease
pegylated-l-asparaginase,drug
flavonolignans,drug
carditis,disease
telangiectases,disease
4-fluoroamphetamine,drug
3-o-tetradecanoylingenol,pharmacologic_substance
indacaterol,drug
mi-219,drug
arry-520,drug
butenafine,drug
angiokeratoma,disease
plx4032,drug
ed-71,drug
quinupristin,drug
cmt-8,pharmacologic_substance
tepa,pharmacologic_substance
carrageenin,drug
meclofenoxate,pharmacologic_substance
pd325901,drug
t-1032,pharmacologic_substance
tecnazene,drug
alpha-hch,drug
norbolethone,drug
rhazinal,pharmacologic_substance
cgs-12066b,drug
enthesopathies,disease
daphnetin,drug
nsc-45383,drug
chlorothen,pharmacologic_substance
methyldaunosamine,drug
diphosphonates,pharmacologic_substance
sb-207266,pharmacologic_substance
cbb1007,drug
divalproex,drug
aaptamine,drug
fepo4,drug
barstar,pharmacologic_substance
lung,body_part_organ_or_organ_component
epididymis,body_part_organ_or_organ_component
cerebellum,body_part_organ_or_organ_component
nisoldipine,pharmacologic_substance
morphine,drug
mevinolin,drug
plague,disease
esophagus,body_part_organ_or_organ_component
casein,pharmacologic_substance
7-hydroxycoumarin,drug
n-allylnormetazocine,pharmacologic_substance
iododeoxyuridine,drug
myoepitheliomas,neoplastic_process
bms-387032,drug
clopidogrel,drug
o6-benzylguanine,pharmacologic_substance
zebularine,pharmacologic_substance
tazarotene,drug
stavudine,drug
ondansetron,pharmacologic_substance
maxacalcitol,drug
hpbetacd,pharmacologic_substance
metacarpals,body_part_organ_or_organ_component
rad001,pharmacologic_substance
pharynx,body_part_organ_or_organ_component
ly367385,drug
2-aminoindane,drug
cysmetandem,drug
hemochromatosis,disease
apoplexy,disease_or_syndrome
glanatec,pharmacologic_substance
alfentanil,drug
triclosan,pharmacologic_substance
eugenol,drug
tauopathies,disease
sculptra,drug
nimesulide,drug
salinomycin,drug
salicylanilide,pharmacologic_substance
bc-3205,drug
emedastine,drug
sinefungin,drug
s63845,pharmacologic_substance
sr59230a,pharmacologic_substance
coinfection,disease
t-5224,drug
rifaximin,drug
dovitinib,pharmacologic_substance
ala-gln,pharmacologic_substance
nedaplatin,drug
dourine,disease
whisker,anatomy
tubercidin,drug
barbiturate,pharmacologic_substance
n-acetyl-leucyl-leucyl-norleucinal,drug
tyr-val-ala-asp-aldehyde,pharmacologic_substance
aa861,pharmacologic_substance
norbinaltorphimine,pharmacologic_substance
pept,drug
levitra,pharmacologic_substance
t0901317,pharmacologic_substance
apao,drug
molassamide,drug
cromolyn,drug
glucagonomas,disease
ivarau,pharmacologic_substance
hemorrhoids,disease_or_syndrome
n-butane,drug
fp-2,drug
111in-dota,drug
dmnq-s17,pharmacologic_substance
f-12509a,drug
corium,tissue
xscid,disease
chilblain,disease
anuria,disease_or_syndrome
methyldigoxin,pharmacologic_substance
cc-115,drug
cx-5011,drug
serping1,pharmacologic_substance
clausenamide,pharmacologic_substance
dets,pharmacologic_substance
buflomedil,pharmacologic_substance
ink128,pharmacologic_substance
daunoblastine,pharmacologic_substance
cariporide,pharmacologic_substance
stemofoline,pharmacologic_substance
cp-96345,drug
cancer,neoplastic_process
liver,anatomy
diltiazem,pharmacologic_substance
pepsin,drug
difluoromethylornithine,drug
reticulosarcoma,neoplastic_process
keratitis,disease_or_syndrome
salbutamol,drug
inositol,drug
9-hydroxyellipticine,pharmacologic_substance
diazohydroxide,pharmacologic_substance
coma,disease
psoriasis,disease
psoriasis,disease_or_syndrome
ethiofos,drug
millicorten,drug
opc-1085,drug
f-4,pharmacologic_substance
adriamycin-dna,drug
niridazole,drug
dppe,pharmacologic_substance
acetyl-l-carnitine,pharmacologic_substance
ractopamine,pharmacologic_substance
colesevelam,drug
pseudoephedrine,pharmacologic_substance
cramps,disease
epratuzumab,drug
prostates,body_part_organ_or_organ_component
clavulones,drug
wp-1034,pharmacologic_substance
rubella,disease_or_syndrome
thymoglobulin,pharmacologic_substance
tacrolimus,pharmacologic_substance
antral,drug
vnp40101m,drug
zygomycosis,disease_or_syndrome
karenitecin,pharmacologic_substance
molgramostim,pharmacologic_substance
bronchus,body_part_organ_or_organ_component
angioma,disease
3-hydroxy-5-methylisoxazole,drug
calcicludine,pharmacologic_substance
momelotinib,drug
nafld,disease
dimethylacetamide,pharmacologic_substance
ziprasidone,pharmacologic_substance
isradipine,pharmacologic_substance
zanamivir,pharmacologic_substance
febuxostat,drug
fenoterol,drug
neupogen,drug
abiraterone,drug
venclexta,drug
cyclocreatine,drug
phe-pro-arg,pharmacologic_substance
menadiol,drug
2-pam,pharmacologic_substance
carbamide,pharmacologic_substance
pancreatin,drug
pleuropneumonia,disease
theobromine,pharmacologic_substance
trapezius,anatomy
oroidin,drug
ceftazidime-avibactam,drug
rhodomycin,drug
ganglioneuromas,neoplastic_process
preempt,drug
zopiclone,drug
azd5153,pharmacologic_substance
mln4924,drug
leucinostatin,drug
tebuthiuron,pharmacologic_substance
encephalomeningitis,disease
chlorofucin,pharmacologic_substance
octocrylene,drug
carditis,disease_or_syndrome
rg3039,drug
5-ethynyl-1-beta-d-arabinofuranosylcytosine,drug
auraptene,pharmacologic_substance
imexon,drug
dyslexia,disease
123i-fp-cit,pharmacologic_substance
arbutin,pharmacologic_substance
trapoxin,pharmacologic_substance
irofulven,drug
gancyclovir,pharmacologic_substance
ae-941,drug
gti-2040,drug
thiostrepton,drug
tributyrin,pharmacologic_substance
darusentan,pharmacologic_substance
pagoclone,pharmacologic_substance
dotmp,pharmacologic_substance
ly310762,drug
arzoxifene,drug
cycloplegics,pharmacologic_substance
n-hydroxy-4-aminoazobenzene,drug
imgn529,pharmacologic_substance
ribomustin,pharmacologic_substance
p-aminobenzamidine,pharmacologic_substance
edta,pharmacologic_substance
novantrone,drug
eosinophilia,disease
arthralgia,disease
pertussis,disease_or_syndrome
fludarabine,drug
sucrose,drug
antidotes,drug
sandimmune,drug
alpha-chloralose,pharmacologic_substance
valproate,drug
skull,body_part_organ_or_organ_component
starch,pharmacologic_substance
fingers,anatomy
iressa,drug
tazarotene,pharmacologic_substance
pd98059,drug
palonosetron,drug
terfenadine,drug
labetolol,pharmacologic_substance
sinomenine,pharmacologic_substance
tiotropium,pharmacologic_substance
pri-1906,pharmacologic_substance
jc-1,pharmacologic_substance
methysticin,drug
diethylformamide,pharmacologic_substance
oligodendrogliomas,neoplastic_process
arpkd,disease_or_syndrome
myopia,disease_or_syndrome
jtp-27536,pharmacologic_substance
s-methylisothiourea,drug
bends,disease_or_syndrome
daratumumab,drug
ukrain,drug
protopanaxadiol,drug
spasm,disease
masatinib,pharmacologic_substance
sarilumab,drug
neupogen,pharmacologic_substance
radium,pharmacologic_substance
ribociclib,pharmacologic_substance
salidroside,drug
resiquimod,drug
clopyralid,drug
thiamazole,pharmacologic_substance
ici-182780,drug
cigb-300,pharmacologic_substance
diphenylhydramine,drug
methoxsalen,pharmacologic_substance
anastrozole,pharmacologic_substance
enchondromas,neoplastic_process
tg02,drug
frax486,drug
danusertib,drug
daidzin,pharmacologic_substance
alpinetin,drug
a-62254,drug
fs-dfsp,disease
sr48692,pharmacologic_substance
jib-04,drug
tianeptine,drug
coccyx,body_part_organ_or_organ_component
dihydrohaloperidol,drug
aredia,pharmacologic_substance
isograft,tissue
abt-510,drug
acz885,drug
furegrelate,drug
ipi-504,pharmacologic_substance
schizophyllan,pharmacologic_substance
tyr-ile-gly-ser-arg,pharmacologic_substance
